"Date","Price","Open","High","Low","Vol.","Change %"
"10/05/2023","1,611.58","1,646.61","1,654.03","1,609.54","253.05K","-2.15%"
"10/04/2023","1,647.05","1,656.88","1,657.61","1,630.48","243.08K","-0.59%"
"10/03/2023","1,656.88","1,662.79","1,670.45","1,644.05","216.11K","-0.36%"
"10/02/2023","1,662.79","1,732.90","1,742.42","1,638.04","412.81K","-4.05%"
"10/01/2023","1,732.89","1,670.92","1,741.94","1,668.94","245.32K","3.71%"
"09/30/2023","1,670.92","1,667.71","1,693.68","1,666.25","147.60K","0.19%"
"09/29/2023","1,667.72","1,652.89","1,686.63","1,648.47","273.45K","0.90%"
"09/28/2023","1,652.89","1,598.53","1,667.61","1,598.16","354.03K","3.40%"
"09/27/2023","1,598.49","1,594.05","1,633.50","1,585.28","307.59K","0.28%"
"09/26/2023","1,594.04","1,588.62","1,597.67","1,580.60","141.61K","0.34%"
"09/25/2023","1,588.62","1,580.55","1,596.57","1,564.70","191.41K","0.51%"
"09/24/2023","1,580.55","1,593.89","1,600.37","1,573.94","144.30K","-0.84%"
"09/23/2023","1,593.89","1,593.10","1,597.96","1,587.79","69.31K","0.05%"
"09/22/2023","1,593.10","1,584.03","1,601.79","1,578.78","135.12K","0.57%"
"09/21/2023","1,584.03","1,622.28","1,625.31","1,569.03","264.25K","-2.36%"
"09/20/2023","1,622.28","1,643.14","1,649.17","1,610.14","253.88K","-1.27%"
"09/19/2023","1,643.08","1,636.88","1,659.53","1,627.31","201.84K","0.38%"
"09/18/2023","1,636.92","1,622.63","1,668.87","1,609.69","302.35K","0.88%"
"09/17/2023","1,622.65","1,634.41","1,635.00","1,612.87","127.49K","-0.72%"
"09/16/2023","1,634.41","1,641.31","1,650.04","1,631.74","107.11K","-0.42%"
"09/15/2023","1,641.31","1,626.49","1,652.40","1,612.25","194.29K","0.91%"
"09/14/2023","1,626.49","1,607.63","1,639.23","1,607.08","293.64K","1.17%"
"09/13/2023","1,607.63","1,592.50","1,614.43","1,582.03","238.31K","0.95%"
"09/12/2023","1,592.50","1,551.89","1,617.39","1,549.71","354.59K","2.62%"
"09/11/2023","1,551.89","1,617.44","1,618.80","1,533.95","444.95K","-4.05%"
"09/10/2023","1,617.44","1,635.56","1,635.72","1,604.26","220.97K","-1.11%"
"09/09/2023","1,635.56","1,636.45","1,637.21","1,630.12","63.97K","-0.05%"
"09/08/2023","1,636.45","1,648.09","1,657.53","1,618.39","236.38K","-0.71%"
"09/07/2023","1,648.09","1,633.18","1,658.04","1,624.07","243.55K","0.91%"
"09/06/2023","1,633.18","1,634.46","1,667.08","1,610.49","240.73K","-0.08%"
"09/05/2023","1,634.46","1,630.53","1,647.67","1,610.02","219.79K","0.24%"
"09/04/2023","1,630.51","1,635.86","1,643.31","1,618.49","178.25K","-0.33%"
"09/03/2023","1,635.85","1,637.05","1,645.16","1,625.61","124.14K","-0.07%"
"09/02/2023","1,637.05","1,629.00","1,644.63","1,628.11","109.03K","0.49%"
"09/01/2023","1,629.00","1,645.82","1,654.39","1,603.67","319.19K","-1.02%"
"08/31/2023","1,645.82","1,705.23","1,723.95","1,634.74","355.27K","-3.48%"
"08/30/2023","1,705.22","1,729.69","1,730.71","1,696.99","218.44K","-1.41%"
"08/29/2023","1,729.69","1,653.22","1,742.83","1,640.29","528.63K","4.63%"
"08/28/2023","1,653.22","1,658.34","1,660.80","1,628.79","229.39K","-0.31%"
"08/27/2023","1,658.33","1,647.05","1,660.11","1,646.35","94.20K","0.68%"
"08/26/2023","1,647.05","1,653.74","1,655.58","1,644.04","84.34K","-0.40%"
"08/25/2023","1,653.74","1,661.18","1,676.13","1,636.77","250.86K","-0.43%"
"08/24/2023","1,660.89","1,679.93","1,683.03","1,642.45","246.62K","-1.13%"
"08/23/2023","1,679.93","1,634.30","1,697.63","1,629.86","399.71K","2.79%"
"08/22/2023","1,634.29","1,667.60","1,669.22","1,588.36","424.51K","-2.00%"
"08/21/2023","1,667.60","1,685.24","1,686.11","1,651.77","265.91K","-1.05%"
"08/20/2023","1,685.24","1,669.68","1,692.47","1,662.82","205.82K","0.93%"
